Player_ID,Reaction_Time,Accuracy,Headshot_Ratio,Fire_Rate,Movement_Speed,Aim_Smoothness,KDR,Label,activity_intensity,gameplay_pattern
N243,0.86596,0.23961,0.2997,0.12269,0.52128,0.63576,0.20477,0,0.12654,0.21267
N429,0.5673,0.30188,0.0,0.13679,0.14041,0.49669,0.20153,0,0.10474,0.09091
N137,0.57804,0.35896,0.12102,0.19316,0.71588,0.52572,0.01802,0,0.2103,0.17518
C101,0.03083,0.91899,0.83655,0.85115,0.75534,0.88075,0.98352,1,0.85531,0.89357
N865,0.66216,0.50963,0.37725,0.08018,0.63662,0.37465,0.16812,0,0.09191,0.39604
N004,0.59937,0.57565,0.19702,0.13174,0.4764,0.33549,0.1456,0,0.12716,0.33716
N833,0.58869,0.42813,0.01947,0.17809,0.20655,0.43495,0.03359,0,0.14965,0.16056
N603,0.56064,0.34915,0.0969,0.12208,0.40101,0.6283,0.12416,0,0.11527,0.16264
C034,0.07322,0.9196,0.84252,0.80499,0.76478,0.89977,0.62255,1,0.81175,0.87927
N655,0.57027,0.30302,0.26263,0.13052,0.62912,0.43943,0.14648,0,0.14086,0.22469
N844,0.68446,0.33906,0.28962,0.08739,0.54158,0.49275,0.08722,0,0.09218,0.25511
N784,0.65798,0.32384,0.13388,0.1637,0.58808,0.60883,0.27128,0,0.17171,0.17539
C074,0.05901,0.92361,0.89516,0.86177,0.73809,0.96178,0.6913,1,0.8652,0.91203
N443,0.63297,0.3699,0.07671,0.076,0.27721,0.5485,0.13566,0,0.05869,0.1639
C178,0.06215,0.95355,0.85207,0.75732,0.68754,0.84613,0.63132,1,0.75808,0.90288
N436,0.75741,0.32483,0.23896,0.09801,0.52267,0.62339,0.18985,0,0.10262,0.22629
C169,0.04554,0.92222,0.81947,0.88375,0.81184,0.9545,0.62946,1,0.89285,0.8691
N101,0.64878,0.51757,0.14063,0.10343,0.85502,0.47335,0.17172,0,0.13499,0.27806
N773,0.58766,0.4626,0.07704,0.15937,0.36926,0.53312,0.26245,0,0.14722,0.22009
N495,0.61164,0.3675,0.27073,0.19522,0.4491,0.3878,0.11511,0,0.18689,0.26198
C028,0.0628,0.96573,0.86032,0.7765,0.72181,0.91806,0.86346,1,0.78066,0.92508
N807,0.42543,0.46993,0.13043,0.13371,0.56717,0.5408,0.15705,0,0.13992,0.24648
C142,0.02664,0.96166,0.80352,0.79944,0.70374,0.93487,0.61062,1,0.8015,0.88111
N846,0.57199,0.53521,0.29793,0.15719,0.61925,0.44342,0.11772,0,0.16585,0.36627
N987,0.77183,0.37398,0.22065,0.1114,0.41154,0.7018,0.06287,0,0.10689,0.23699
N228,0.83236,0.48311,0.26825,0.06692,0.45827,0.24105,0.10214,0,0.06153,0.32216
C193,0.01985,0.90104,0.84566,0.69497,0.5798,0.8742,0.96022,1,0.68868,0.8875
N672,0.67254,0.58074,0.20734,0.12916,0.63073,0.27157,0.11832,0,0.13734,0.34389
N859,0.81989,0.29879,0.22384,0.09288,0.3368,0.79632,0.13974,0,0.08373,0.20202
N925,0.74529,0.38725,0.13027,0.17869,0.56985,0.33164,0.10068,0,0.18074,0.19921
N067,0.6752,0.24872,0.194,0.09218,0.62975,0.69121,0.18862,0,0.10735,0.16209
N068,0.62896,0.54253,0.19034,0.10774,0.43044,0.78854,0.16441,0,0.10623,0.31683
N817,0.5656,0.3642,0.10054,0.18328,0.62098,0.4385,0.23984,0,0.19117,0.17828
N212,0.59457,0.25784,0.19161,0.12617,0.51365,0.12859,0.07309,0,0.12214,0.16008
N013,0.78063,0.17124,0.23186,0.07796,0.41819,0.68037,0.13732,0,0.07483,0.13753
N494,0.67335,0.66509,0.2972,0.03575,0.43442,0.59133,0.13868,0,0.03417,0.43669
C165,0.08731,0.9753,0.89104,0.73023,0.69089,0.88607,0.63365,1,0.73273,0.93484
N300,0.82712,0.35844,0.15547,0.09373,0.50184,0.56531,0.08012,0,0.09583,0.19576
N411,0.52225,0.4848,0.19701,0.13584,0.54127,0.69332,0.15285,0,0.14183,0.2887
N757,0.75066,0.46849,0.35856,0.13973,0.63807,0.62759,0.24256,0,0.15319,0.36792
C075,0.05178,0.80675,0.87924,0.69976,0.69357,0.8996,0.77476,1,0.70368,0.84512
N696,0.30332,0.64112,0.31992,0.15818,0.39822,0.22962,0.19899,0,0.14437,0.43853
C151,0.04309,0.84066,0.79694,0.84035,0.64657,0.91221,0.76721,1,0.83573,0.82038
N724,0.66221,0.51036,0.30223,0.19474,0.7399,0.62604,0.16302,0,0.21534,0.35737
C016,0.06018,0.91186,0.92486,1.0,0.75658,0.92202,1.0,1,1.0,0.93624
N528,0.55377,0.27507,0.18613,0.2042,0.63081,0.72019,0.16751,0,0.21622,0.17113
N600,0.72749,0.24234,0.21975,0.16317,0.62142,0.69139,0.14779,0,0.17529,0.16997
C120,0.06736,0.91021,0.83737,0.68653,0.88627,0.93827,0.58205,1,0.70837,0.86958
N567,0.82923,0.32405,0.21445,0.17719,0.69701,0.65652,0.11773,0,0.19502,0.20965
N731,0.6753,0.42759,0.30416,0.16293,0.24593,0.5429,0.14816,0,0.13996,0.31318
N274,0.69291,0.36245,0.12739,0.12909,0.47751,0.92096,0.19351,0,0.13288,0.18896
N967,0.55362,0.35961,0.1573,0.18618,0.55618,0.3591,0.11304,0,0.18716,0.19896
N238,0.48965,0.28963,0.16431,0.08018,0.85567,0.56227,0.20573,0,0.1138,0.16954
N406,0.8106,0.61566,0.2858,0.12871,0.61592,0.73702,0.20818,0,0.14211,0.40764
N003,0.65267,0.2307,0.16709,0.06345,0.52026,0.46838,0.17154,0,0.0668,0.13764
N007,0.69254,0.37577,0.22611,0.1347,0.51526,0.56336,0.1231,0,0.13662,0.24373
N312,0.4901,0.38858,0.08264,0.22987,0.55066,0.51029,0.14212,0,0.23107,0.17732
C091,0.03698,0.87208,0.79759,0.73921,0.64886,0.88709,0.73243,1,0.73773,0.83589
N452,0.50945,0.38911,0.27192,0.13588,0.3763,0.35021,0.0628,0,0.12256,0.27164
N722,0.7288,0.50403,0.26683,0.06012,0.4664,0.55846,0.00351,0,0.06011,0.32783
N216,0.46163,0.33055,0.24685,0.08806,0.33696,0.29453,0.20571,0,0.07205,0.23422
C086,0.04388,0.9911,0.84696,0.8209,0.81686,0.95224,0.68097,1,0.83246,0.92285
N028,0.60563,0.32947,0.30301,0.07793,0.31234,0.39015,0.12606,0,0.06143,0.25879
C158,0.1325,0.96078,0.84544,0.74421,0.74793,0.91066,0.52842,1,0.75162,0.89829
N362,0.60484,0.46814,0.08695,0.13021,0.51143,0.32823,0.05488,0,0.12865,0.21801
N823,0.67208,0.25522,0.1541,0.14446,0.35221,0.44847,0.09406,0,0.13012,0.14029
N781,0.56344,0.40359,0.02371,0.05993,0.58435,0.30129,0.16705,0,0.06669,0.15611
N629,0.55434,0.57479,0.16465,0.13715,0.36034,0.4022,0.06217,0,0.12311,0.31585
N454,0.89644,0.35086,0.08448,0.10368,0.60286,0.42758,0.2091,0,0.11241,0.16129
N739,0.67945,0.31839,0.14963,0.19925,0.64859,0.41295,0.09427,0,0.2087,0.17192
N536,0.75286,0.36027,0.21714,0.12181,0.48942,0.64303,0.07877,0,0.12299,0.22859
C050,0.04211,0.95804,0.85155,0.90179,0.955,0.94026,0.74745,1,0.9227,0.91072
N399,0.58249,0.48677,0.04861,0.07648,0.45776,0.38609,0.1813,0,0.07276,0.21438
N257,0.80981,0.54385,0.26705,0.08411,0.62464,0.42021,0.0883,0,0.0953,0.35349
N292,0.75522,0.46674,0.19534,0.14792,0.33176,0.52333,0.1999,0,0.13271,0.28045
N026,0.56086,0.42977,0.0,0.17268,0.6271,0.41654,0.10526,0,0.18115,0.15488
N337,0.61313,0.46027,0.15525,0.17856,0.62202,0.53775,0.07853,0,0.18809,0.25027
N585,0.52001,0.50056,0.16979,0.11141,0.5113,0.63134,0.19886,0,0.11469,0.28534
N048,0.53334,0.39851,0.24361,0.09857,0.50121,0.5273,0.1351,0,0.09993,0.26559
N319,0.75215,0.56874,0.36093,0.10064,0.47356,0.74801,0.21615,0,0.10258,0.4217
N107,0.93362,0.31146,0.31481,0.19485,0.48428,0.44232,0.14281,0,0.1904,0.25604
N799,0.6369,0.42013,0.28458,0.09955,0.1514,0.37032,0.18393,0,0.06791,0.3008
N056,0.5289,0.3749,0.26221,0.12016,0.42142,0.57958,0.13119,0,0.11453,0.26234
N523,0.64926,0.37506,0.11254,0.08207,0.7652,0.52016,0.13692,0,0.10708,0.18527
N214,0.68022,0.45952,0.29083,0.15625,0.60171,0.38288,0.18654,0,0.16255,0.32531
N121,0.65734,0.41903,0.03789,0.19094,0.40732,0.48544,0.13095,0,0.18045,0.16997
N918,0.50692,0.42566,0.18514,0.10545,0.54268,0.27387,0.25595,0,0.10668,0.25585
C068,0.09506,0.90292,0.85714,0.76414,0.81135,0.94607,0.79777,1,0.77697,0.88647
C118,0.05301,0.87496,0.86087,0.70008,0.70208,0.94833,0.70915,1,0.70542,0.86904
N073,0.68153,0.48891,0.23233,0.15537,0.41626,0.39395,0.1019,0,0.14554,0.30668
N948,0.7311,0.30239,0.24607,0.18362,0.5202,0.58548,0.2665,0,0.1847,0.22167
N747,0.56185,0.39671,0.28335,0.14562,0.29921,0.47835,0.18835,0,0.127,0.28779
N716,0.66757,0.24153,0.1332,0.08721,0.28816,0.4716,0.18881,0,0.06942,0.12678
N558,0.60268,0.63306,0.23521,0.16948,0.44013,0.34915,0.17556,0,0.16066,0.38922
C082,0.09968,0.98648,0.85664,0.79253,0.72335,0.90563,0.80648,1,0.79613,0.93153
C046,0.04994,0.95379,0.75785,0.76822,0.87191,0.92881,0.81435,1,0.786,0.86324
N553,0.69662,0.29167,0.24188,0.21994,0.47861,0.57959,0.08367,0,0.21609,0.20478
N562,0.80592,0.26656,0.24343,0.13512,0.37357,0.28849,0.18617,0,0.12072,0.19712
N425,0.67655,0.23286,0.39013,0.16374,0.44591,0.72628,0.24163,0,0.1609,0.25764
C014,0.08789,0.98222,0.77056,0.76919,0.83554,0.93701,0.78555,1,0.78386,0.88368
N326,0.71069,0.43697,0.26843,0.16432,0.42685,0.59213,0.21867,0,0.1579,0.30319
N924,0.80395,0.38279,0.27508,0.17583,0.39914,0.29958,0.17733,0,0.16251,0.2755
N317,0.62238,0.64943,0.2839,0.19014,0.63629,0.73344,0.20848,0,0.20329,0.42482
N804,0.57972,0.37658,0.17717,0.17305,0.67291,0.50163,0.09801,0,0.18672,0.21762
C163,0.02726,0.94328,0.92596,0.72349,0.99378,0.95973,0.63491,1,0.75388,0.93577
N529,0.58361,0.34347,0.06737,0.22778,0.45175,0.39829,0.16196,0,0.21878,0.14616
N837,0.69398,0.37418,0.12864,0.12106,0.54384,0.61591,0.1543,0,0.12667,0.19398
N715,0.60999,0.33394,0.1558,0.15954,0.61847,0.33453,0.1575,0,0.16652,0.18657
N901,0.64718,0.51518,0.10358,0.14102,0.25451,0.58234,0.17127,0,0.12007,0.25759
N061,0.60516,0.36365,0.16153,0.11642,0.50114,0.28895,0.16893,0,0.11385,0.20606
N723,0.46766,0.16581,0.21285,0.07843,0.36496,0.58677,0.14034,0,0.06929,0.12493
N093,0.57482,0.26277,0.07633,0.16607,0.50031,0.52068,0.21289,0,0.16506,0.10995
N858,0.64122,0.31021,0.16246,0.06533,0.43285,0.67522,0.13607,0,0.06383,0.17622
N619,0.53859,0.53456,0.1398,0.13653,0.58655,0.76676,0.21013,0,0.14751,0.28864
N352,0.69284,0.28737,0.28259,0.09675,0.28713,0.46676,0.09453,0,0.07849,0.22406
N933,0.48307,0.41782,0.24479,0.13835,0.40935,0.29077,0.17592,0,0.12703,0.27857
N281,0.6559,0.3501,0.10782,0.22278,0.71088,0.39945,0.10614,0,0.23675,0.16791
N421,0.59784,0.58802,0.22245,0.13806,0.54746,0.49306,0.25165,0,0.14172,0.36216
C115,0.07208,0.93552,0.8015,0.76438,0.75544,0.9149,0.86932,1,0.77185,0.87871
N360,0.69407,0.50623,0.36691,0.13971,0.48389,0.32701,0.22997,0,0.1354,0.3919
N423,0.60329,0.67248,0.23775,0.07678,0.81708,0.38359,0.13745,0,0.10462,0.40984
N679,0.75813,0.39112,0.21389,0.19003,0.52449,0.37527,0.2278,0,0.18833,0.25079
N527,0.69757,0.5151,0.20385,0.0959,0.51259,0.41129,0.04593,0,0.09672,0.30327
N478,0.77077,0.29982,0.19715,0.17943,0.4556,0.40137,0.1781,0,0.17238,0.19064
C095,0.04156,0.97411,0.70229,0.79672,0.72911,0.95539,0.61366,1,0.80139,0.83557
N183,0.55746,0.38571,0.06886,0.21733,0.50484,0.56826,0.14531,0,0.21572,0.16881
C092,0.05155,0.86286,0.83669,0.72969,0.91962,0.87311,0.65866,1,0.75214,0.84755
N433,0.7295,0.24929,0.18831,0.1379,0.60718,0.62918,0.2116,0,0.14872,0.16057
N111,0.52972,0.32257,0.15565,0.09293,0.55873,0.35932,0.10886,0,0.09718,0.178
N371,0.64568,0.22802,0.27808,0.02011,0.50012,0.5272,0.15666,0,0.02392,0.1929
N240,0.48581,0.36278,0.27199,0.09261,0.4896,0.52945,0.14396,0,0.09317,0.26151
N709,0.82325,0.40366,0.40542,0.14317,0.55384,0.69481,0.22414,0,0.15005,0.35644
N630,0.54165,0.45571,0.18961,0.20869,0.40725,0.66534,0.14236,0,0.20014,0.26874
N594,0.68514,0.46699,0.11713,0.131,0.387,0.54397,0.08042,0,0.12149,0.23426
N486,0.6776,0.57829,0.07567,0.15839,0.43407,0.57895,0.16313,0,0.15262,0.27665
N701,0.4373,0.42741,0.26775,0.16163,0.54886,0.63592,0.131,0,0.16665,0.2934
N262,0.44642,0.28681,0.32692,0.11182,0.48994,0.32058,0.18713,0,0.10887,0.25124
N480,0.48972,0.30382,0.17044,0.08515,0.58572,0.75864,0.18255,0,0.09761,0.1792
N650,0.79235,0.5743,0.10311,0.14619,0.59428,0.36467,0.12822,0,0.1519,0.28699
N340,0.70108,0.453,0.23852,0.14272,0.61824,0.13332,0.20656,0,0.14741,0.29573
N669,0.74216,0.5134,0.10737,0.13577,0.33721,0.58295,0.16383,0,0.12228,0.25823
N552,0.55,0.34518,0.13733,0.16981,0.35609,0.54242,0.21604,0,0.1563,0.18592
N459,0.81429,0.30609,0.10396,0.0511,0.6882,0.59749,0.20477,0,0.07143,0.14711
N184,0.80477,0.38204,0.24326,0.07341,0.35241,0.36753,0.20801,0,0.06027,0.26014
N138,0.74838,0.53282,0.12252,0.17904,0.47156,0.26624,0.13504,0,0.17152,0.27508
C161,0.07597,0.94008,0.88513,0.69317,0.7826,0.94416,0.54941,1,0.70575,0.90873
N707,0.65455,0.37503,0.18235,0.07656,0.5702,0.40457,0.25862,0,0.08299,0.22734
N582,0.62484,0.45492,0.1092,0.19608,0.50908,0.70281,0.10434,0,0.19741,0.22484
N081,0.4478,0.42892,0.16318,0.11093,0.49812,0.45152,0.19551,0,0.11055,0.24327
N769,0.71266,0.48981,0.06189,0.05471,0.37907,0.52915,0.18698,0,0.04678,0.22317
N870,0.75195,0.49948,0.20098,0.17108,0.56318,0.77811,0.3174,0,0.17904,0.30672
N762,0.66711,0.47531,0.24312,0.13182,0.28385,0.25213,0.19473,0,0.10913,0.30951
N030,0.66153,0.6517,0.23029,0.07737,0.33187,0.34191,0.09547,0,0.06193,0.39276
N542,0.5083,0.42583,0.1728,0.18525,0.37903,0.2838,0.17382,0,0.16963,0.24552
N166,0.69004,0.30455,0.20068,0.14982,0.52779,0.47931,0.1007,0,0.15118,0.19122
N249,0.83983,0.2378,0.09148,0.11844,0.44818,0.45754,0.18362,0,0.11351,0.10293
N308,0.72276,0.40326,0.18362,0.13966,0.49075,0.21776,0.13762,0,0.13443,0.23723
N448,0.77547,0.52177,0.16361,0.16893,0.47922,0.49709,0.221,0,0.16564,0.29463
N347,0.73959,0.53295,0.25767,0.19062,0.60717,0.36283,0.18512,0,0.196,0.34754
N335,0.57667,0.34298,0.22699,0.23265,0.46351,0.41631,0.11982,0,0.22478,0.22641
N286,0.79018,0.26844,0.27872,0.12293,0.42907,0.37448,0.1629,0,0.11501,0.21525
N950,0.80574,0.43566,0.37072,0.07646,0.4041,0.38234,0.20611,0,0.06797,0.35479
N098,0.7807,0.43899,0.20853,0.18161,0.29452,0.50886,0.13452,0,0.16182,0.26916
N468,0.80361,0.26628,0.41239,0.11344,0.36059,0.57219,0.12165,0,0.10258,0.28122
C037,0.05651,0.88537,0.95378,0.55082,0.72105,0.93378,0.4232,1,0.56248,0.90867
N913,0.62583,0.37949,0.17016,0.13793,0.53677,0.33172,0.06064,0,0.1384,0.21372
N756,0.80535,0.37465,0.14926,0.12477,0.50625,0.51572,0.16737,0,0.12555,0.20555
N945,0.50991,0.31943,0.20908,0.13552,0.36878,0.30762,0.2024,0,0.12095,0.20854
N614,0.70819,0.38207,0.15052,0.12423,0.44081,0.63432,0.1989,0,0.12094,0.21173
N802,0.67457,0.71168,0.18737,0.15424,0.55228,0.59683,0.17515,0,0.15925,0.40668
N758,0.8247,0.39567,0.24389,0.11402,0.39678,0.57915,0.20296,0,0.10641,0.26754
N689,0.66418,0.48003,0.17446,0.08721,0.69423,0.52275,0.16586,0,0.10585,0.27511
N066,0.56361,0.38958,0.16701,0.05788,0.49173,0.25717,0.16473,0,0.05595,0.22261
N794,0.70837,0.34772,0.16769,0.11768,0.46475,0.64261,0.19815,0,0.11683,0.20212
N744,0.60155,0.22791,0.41075,0.12739,0.31346,0.43892,0.3174,0,0.11006,0.26936
N568,0.64201,0.37198,0.19352,0.21602,0.54369,0.54173,0.19394,0,0.21749,0.22831
C084,0.09745,0.9088,0.88663,0.88672,0.60185,0.93568,0.98483,1,0.87699,0.91407
C099,0.01834,1.0,0.84529,0.81287,0.70416,0.92642,0.51255,1,0.81442,0.9185
N303,0.66429,0.4431,0.2926,0.17246,0.33512,0.44531,0.18013,0,0.15566,0.3171
N255,0.78113,0.30771,0.24764,0.1674,0.47508,0.45799,0.18045,0,0.16325,0.22112
N959,0.62547,0.38153,0.15165,0.18828,0.29221,0.52561,0.14496,0,0.16831,0.20937
C024,0.03146,0.85469,0.89221,0.73185,0.9539,0.91196,0.71102,1,0.75779,0.87445
N313,0.46744,0.46466,0.18575,0.10074,0.36444,0.55411,0.09219,0,0.09038,0.26908
N530,0.70869,0.3032,0.16392,0.12168,0.45719,0.57715,0.21124,0,0.11912,0.1769
N222,0.53656,0.46649,0.24184,0.13054,0.30035,0.28117,0.09238,0,0.10975,0.2991
N389,0.78705,0.37476,0.18224,0.21775,0.27802,0.56117,0.13559,0,0.19608,0.2211
N236,0.59905,0.50649,0.20863,0.14921,0.74257,0.68005,0.17711,0,0.17229,0.30756
N810,0.42205,0.42587,0.15853,0.14999,0.66414,0.33092,0.04818,0,0.16126,0.232
N483,0.62303,0.32704,0.3212,0.15224,0.55736,0.46043,0.15215,0,0.15586,0.26817
N713,0.67058,0.57486,0.09627,0.14741,0.76488,0.58255,0.13296,0,0.17114,0.28398
N306,0.56868,0.42867,0.16227,0.14755,0.26421,0.36861,0.12656,0,0.12425,0.23929
C111,0.01409,0.95251,0.91868,0.82255,0.75927,0.92675,0.85726,1,0.82863,0.94787
C090,0.12264,0.90654,0.87318,0.5646,0.87862,0.93691,0.73242,1,0.58971,0.89351
N772,0.87418,0.41677,0.21313,0.16287,0.65597,0.60958,0.16448,0,0.1769,0.26107
N917,0.61564,0.37086,0.15536,0.07243,0.53771,0.49886,0.07824,0,0.07745,0.20229
C139,0.07029,0.90189,0.85292,0.95048,0.54606,0.92316,0.79089,1,0.93359,0.8834
N250,0.64178,0.18676,0.19374,0.13932,0.36148,0.63385,0.16232,0,0.12855,0.12738
N760,0.64874,0.36737,0.128,0.14348,0.33185,0.3891,0.18605,0,0.12655,0.19155
N595,0.65688,0.36077,0.21633,0.16422,0.27599,0.68625,0.18713,0,0.14585,0.23375
N072,0.65149,0.36177,0.19844,0.10355,0.23835,0.57106,0.24284,0,0.08224,0.22777
N095,0.68753,0.4788,0.1395,0.15102,0.40113,0.48376,0.24218,0,0.14126,0.26011
N546,0.56232,0.60238,0.20999,0.09851,0.32834,0.10928,0.1474,0,0.07882,0.35831
N034,0.86596,0.56261,0.07138,0.15474,0.37246,0.45439,0.09946,0,0.14193,0.26289
N862,0.68501,0.37265,0.23429,0.09681,0.50434,0.43063,0.17937,0,0.09715,0.24905
N579,0.83024,0.74233,0.18677,0.17109,0.47794,0.31929,0.11589,0,0.16513,0.41993
N449,0.70507,0.46649,0.18648,0.16931,0.52772,0.47977,0.12967,0,0.17003,0.27228
N446,0.43696,0.34082,0.22153,0.03258,0.30964,0.523,0.15909,0,0.01918,0.22435
N260,0.66149,0.4208,0.20924,0.12958,0.49572,0.48879,0.1317,0,0.12891,0.25962
N205,0.68881,0.39815,0.14888,0.04365,0.7788,0.34651,0.17807,0,0.06868,0.21849
N573,0.49745,0.52864,0.09497,0.11973,0.69791,0.70053,0.15554,0,0.14012,0.2596
N824,0.37729,0.47939,0.28485,0.09491,0.63482,0.36503,0.23473,0,0.10587,0.33526
N586,0.65849,0.48689,0.27879,0.15778,0.54552,0.59726,0.14575,0,0.16209,0.33179
N366,0.53268,0.25681,0.20925,0.11056,0.46572,0.27776,0.09122,0,0.10491,0.16954
N812,0.6046,0.46424,0.33449,0.07279,0.45026,0.47332,0.22038,0,0.06975,0.3521
N078,0.63221,0.49561,0.12856,0.13611,0.44685,0.52602,0.22331,0,0.13145,0.26255
N085,0.67186,0.32725,0.1759,0.12602,0.70283,0.47375,0.16298,0,0.14347,0.19364
N539,0.61363,0.00678,0.19481,0.08941,0.3084,0.5957,0.20735,0,0.07507,0.03346
N083,0.76383,0.30484,0.10817,0.13791,0.35177,0.36755,0.16496,0,0.12261,0.14667
N458,0.6957,0.43728,0.28785,0.17402,0.51123,0.50494,0.03993,0,0.17349,0.30463
C138,0.0517,0.92417,0.8358,0.84541,0.67066,0.92926,0.658,1,0.84299,0.87999
N615,0.76256,0.46222,0.17665,0.16964,0.66695,0.45316,0.16571,0,0.18222,0.26667
C186,0.08798,0.9603,0.84817,0.76832,0.83913,0.92481,0.7419,1,0.78316,0.90991
C076,0.09882,0.94611,0.79587,0.82815,0.87751,0.91847,0.80565,1,0.84433,0.87836
N737,0.69629,0.43071,0.24204,0.03064,0.48164,0.34183,0.18059,0,0.02989,0.28431
N437,0.50069,0.3812,0.25921,0.11173,0.40926,0.44604,0.19954,0,0.10344,0.26752
N555,0.51606,0.52402,0.25389,0.12243,0.43999,0.4138,0.17755,0,0.11603,0.34041
C080,0.07368,0.92949,0.88176,0.89359,0.71702,0.93142,0.64059,1,0.89371,0.90578
C062,0.03339,0.94777,0.78574,0.69885,0.64749,0.9286,0.89638,1,0.69915,0.87847
N351,0.7648,0.34087,0.08458,0.08827,0.48218,0.4503,0.14009,0,0.08721,0.15259
N197,0.45712,0.68371,0.18162,0.09893,0.69301,0.49891,0.17946,0,0.11675,0.3889
N465,0.61289,0.56079,0.12557,0.17976,0.71409,0.48262,0.08704,0,0.19658,0.28933
N589,0.70787,0.35915,0.21694,0.17209,0.60499,0.4869,0.18827,0,0.17962,0.23326
N006,0.60717,0.56961,0.17443,0.05081,0.49116,0.36323,0.06053,0,0.05054,0.31805
N311,0.52428,0.48093,0.21447,0.13203,0.59673,0.45344,0.22184,0,0.13967,0.29904
N662,0.75398,0.43177,0.17061,0.1007,0.6141,0.55268,0.11638,0,0.11227,0.24477
N405,0.50454,0.24402,0.29122,0.05621,0.20447,0.39132,0.17254,0,0.03095,0.20907
C196,0.02718,0.91638,0.83496,0.89321,0.90582,0.91552,0.87746,1,0.90972,0.88614
C044,0.05349,0.9347,0.80681,0.87254,0.83814,0.92658,0.67808,1,0.88393,0.87163
C058,0.05594,0.9726,0.88099,0.83486,0.72323,0.93986,0.51252,1,0.83756,0.92225
N105,0.69104,0.33321,0.14979,0.15291,0.31623,0.3669,0.15029,0,0.13398,0.18272
N537,0.41317,0.54299,0.19794,0.19547,0.46045,0.38968,0.12033,0,0.18816,0.31884
N606,0.637,0.14731,0.18831,0.11698,0.69788,0.58388,0.1468,0,0.13582,0.10261
N063,0.70373,0.40177,0.13247,0.12066,0.68619,0.31653,0.22661,0,0.13462,0.21433
N282,0.79249,0.30598,0.26427,0.17328,0.38874,0.55991,0.25237,0,0.16277,0.23233
C056,0.04867,0.92857,0.8948,0.74099,0.55689,0.92477,0.63284,1,0.7319,0.91165
N239,0.76958,0.43964,0.22755,0.07609,0.56763,0.438,0.11989,0,0.08277,0.27863
N224,0.61069,0.29134,0.1735,0.07727,0.62751,0.49616,0.17736,0,0.09,0.17382
N146,0.79854,0.64473,0.22017,0.18352,0.69851,0.5942,0.17415,0,0.2004,0.38764
C119,0.04056,0.85498,0.86685,0.94769,0.70153,0.95238,0.60297,1,0.94498,0.85619
N374,0.66255,0.31626,0.18885,0.09015,0.47571,0.51939,0.19908,0,0.08943,0.19621
N119,0.59662,0.22012,0.2828,0.12162,0.39165,0.52266,0.17688,0,0.11252,0.19209
N803,0.5256,0.29888,0.13903,0.23367,0.4475,0.54245,0.14733,0,0.22612,0.15857
N251,0.50292,0.34863,0.14411,0.08371,0.50196,0.50508,0.14785,0,0.0853,0.18794
C157,0.07062,0.90687,0.77353,0.68644,0.84453,0.89575,0.81959,1,0.70401,0.84641
N010,0.63338,0.38302,0.34152,0.12686,0.78047,0.65506,0.16639,0,0.15365,0.30946
N450,0.58308,0.47779,0.16116,0.1686,0.50495,0.61805,0.09864,0,0.16928,0.26373
N874,0.61754,0.34534,0.21695,0.15663,0.59702,0.51389,0.05145,0,0.16433,0.21913
N390,0.62388,0.46623,0.30575,0.1107,0.29877,0.18226,0.14961,0,0.08903,0.33483
N966,0.77082,0.31206,0.30904,0.12226,0.5765,0.73331,0.12914,0,0.13235,0.25271
N461,0.49627,0.43853,0.19773,0.04274,0.65468,0.47474,0.24384,0,0.05867,0.26868
C147,0.04687,0.97392,0.83086,0.79956,0.74852,0.87089,0.84761,1,0.80466,0.91346
N145,0.62223,0.43193,0.29107,0.0991,0.63832,0.12605,0.18398,0,0.10688,0.31049
N502,0.69488,0.47824,0.2084,0.19715,0.28455,0.68235,0.12761,0,0.17841,0.28983
C108,0.00682,0.98704,0.87797,0.73439,0.77253,0.96178,0.77123,1,0.745,0.94114
N540,0.69968,0.39949,0.09953,0.09612,0.50646,0.50124,0.25979,0,0.09766,0.19769
N178,0.58977,0.45284,0.25809,0.09594,0.55099,0.80142,0.20149,0,0.10559,0.30552
C159,0.05816,0.93156,0.89578,0.67879,0.6821,0.91436,0.88648,1,0.68259,0.92621
C051,0.11477,0.99007,0.9888,0.75723,0.89712,0.90161,0.76911,1,0.77721,1.0
N584,0.48546,0.29314,0.16639,0.1548,0.27464,0.35544,0.20943,0,0.132,0.17268
C195,0.04387,0.88353,0.8265,0.72964,0.6501,0.9076,0.67346,1,0.72888,0.85411
N008,0.7059,0.43659,0.17765,0.07811,0.69657,0.57568,0.16537,0,0.098,0.25341
N574,0.60155,0.43913,0.21694,0.13517,0.42882,0.50482,0.10876,0,0.12865,0.27232
N843,0.80421,0.10427,0.36107,0.18042,0.5659,0.61802,0.20284,0,0.18608,0.17163
N358,0.68912,0.42737,0.0638,0.16431,0.6114,0.42269,0.03162,0,0.17176,0.18298
N330,0.62485,0.41085,0.1957,0.09374,0.22924,0.60807,0.07045,0,0.07246,0.24426
N705,0.76389,0.50747,0.1183,0.06476,0.69075,0.56959,0.19091,0,0.08448,0.26203
N830,0.60185,0.52823,0.37247,0.08088,0.38862,0.57341,0.26499,0,0.07355,0.40831
N259,0.69471,0.58904,0.22829,0.09929,0.52616,0.49864,0.19908,0,0.10241,0.36315
N891,0.49122,0.62674,0.13923,0.204,0.39321,0.55012,0.2389,0,0.19274,0.33928
